Date,Time,NetName,Addr,Token,Action,DataID,DataDetail,Cluster_x,Cluster_y
2024/05/29,17:38:25,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,cancel edit node,41,Artemis,3,1
2024/05/29,17:38:26,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,293,Xtina,1,4
2024/05/29,17:38:27,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,48,Atropos,3,5
2024/05/29,17:38:32,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:38:33,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,5,Actaeon,1,4
2024/05/29,17:38:34,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,607,"{""id"":607,""source"":48,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:38:36,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,238,Pluto,3,1
2024/05/29,17:38:40,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,48,Atropos,3,5
2024/05/29,17:38:42,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select tab Edges Table,,,1,3
2024/05/29,17:38:43,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update node,41,"{""id"":41,""label"":""Artemis"",""updatedBy"":""CLASS1-G1-KZD"",""type"":""God"",""notes"":""According to Britannica, the goddess of wild animals, the hunt, and vegetation and of chastity and childbirth"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023\nhttps://www.britannica.com/topic/Artemis-Greek-goddess#:~:text=Artemis%2C%20in%20Greek%20religion%2C%20the,Artemis%20was%20the%20favourite%20goddess.""}",3,1
2024/05/29,17:38:46,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,296,Kalani,1,4
2024/05/29,17:38:47,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select node,45,Athena,1,3
2024/05/29,17:38:47,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,607,"{""id"":607,""source"":48,""target"":72,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with"",""notes"":""Same group""}",3,5
2024/05/29,17:38:47,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,48,Atropos,3,5
2024/05/29,17:38:52,Hist_GreekMyth,UADDR_17,-,joined network,,,3,1
2024/05/29,17:38:52,Hist_GreekMyth,UADDR_17,-,getdatabase,,,3,1
2024/05/29,17:38:54,Hist_GreekMyth,UADDR_17,-,left network,,,3,1
2024/05/29,17:38:54,Hist_GreekMyth,UADDR_18,-,joined network,,,2,1
2024/05/29,17:38:54,Hist_GreekMyth,UADDR_18,-,getdatabase,,,2,1
2024/05/29,17:38:55,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,45,Athena,3,1
2024/05/29,17:38:56,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,162,Lachesis,3,5
2024/05/29,17:39:00,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,insert comment,4,"{""collection_ref"":""n45"",""comment_id"":4,""comment_id_parent"":1,""comment_id_previous"":"""",""comment_type"":""cmt"",""comment_createtime"":1717004331628,""comment_modifytime"":1717004340167,""commenter_id"":""CLASS1-G1-KWG"",""commenter_text"":[""This is a good question I think. ""]}",1,3
2024/05/29,17:39:03,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G2-NX2"",""CLASS1-G1-KWG""]}",1,3
2024/05/29,17:39:03,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,insert readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KWG""]}",1,3
2024/05/29,17:39:04,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,45,Athena,1,4
2024/05/29,17:39:04,Hist_GreekMyth,UADDR_18,-,left network,,,2,1
2024/05/29,17:39:07,Hist_GreekMyth,UADDR_09,-,left network,,,3,1
2024/05/29,17:39:07,Hist_GreekMyth,UADDR_19,-,joined network,,,1,5
2024/05/29,17:39:07,Hist_GreekMyth,UADDR_19,-,getdatabase,,,1,5
2024/05/29,17:39:11,Hist_GreekMyth,UADDR_19,CLASS1-G2-NZX,select node,238,Pluto,1,5
2024/05/29,17:39:12,Hist_GreekMyth,UADDR_18,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,2,1
2024/05/29,17:39:16,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,"deselect tab Edges Table, reverting to Graph",,,1,3
2024/05/29,17:39:17,Hist_GreekMyth,UADDR_09,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:39:17,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select tab Nodes Table,,,1,3
2024/05/29,17:39:17,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update node,162,"{""id"":162,""label"":""Lachesis"",""updatedBy"":""CLASS1-G1-KMZ"",""type"":""God"",""notes"":""One of the Fates"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,5
2024/05/29,17:39:18,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select tab Edges Table,,,1,3
2024/05/29,17:39:19,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,608,"{""id"":608,""source"":162,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:39:23,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert comment,7,"{""collection_ref"":""n45"",""comment_id"":7,""comment_id_parent"":"""",""comment_id_previous"":1,""comment_type"":""source"",""comment_createtime"":1717004356150,""comment_modifytime"":1717004363632,""commenter_id"":""CLASS1-G1-KZD"",""commenter_text"":[""https://www.britannica.com/topic/Athena-Greek-mythology""]}",3,1
2024/05/29,17:39:25,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,162,Lachesis,3,5
2024/05/29,17:39:26,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G1-KZD""]}",3,1
2024/05/29,17:39:26,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KZD""]}",3,1
2024/05/29,17:39:26,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert readby,7,"{""comment_id"":7,""commenter_ids"":[""CLASS1-G1-KZD""]}",3,1
2024/05/29,17:39:31,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,608,"{""id"":608,""source"":162,""target"":48,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with""}",3,5
2024/05/29,17:39:31,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,162,Lachesis,3,5
2024/05/29,17:39:33,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,45,Athena,1,4
2024/05/29,17:39:35,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,45,Athena,1,4
2024/05/29,17:39:36,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,162,Lachesis,3,5
2024/05/29,17:39:38,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,609,"{""id"":609,""source"":162,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:39:38,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,45,Athena,1,4
2024/05/29,17:39:43,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,162,Lachesis,3,5
2024/05/29,17:39:46,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,45,Athena,1,4
2024/05/29,17:39:46,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,609,"{""id"":609,""source"":162,""target"":72,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with""}",3,5
2024/05/29,17:39:47,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,162,Lachesis,3,5
2024/05/29,17:39:50,Hist_GreekMyth,UADDR_19,-,left network,,,1,5
2024/05/29,17:39:50,Hist_GreekMyth,UADDR_20,-,joined network,,,3,5
2024/05/29,17:39:50,Hist_GreekMyth,UADDR_20,-,getdatabase,,,3,5
2024/05/29,17:39:54,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,select node,238,Pluto,3,5
2024/05/29,17:39:54,Hist_GreekMyth,UADDR_07,-,left network,,,1,4
2024/05/29,17:39:55,Hist_GreekMyth,UADDR_21,-,joined network,,,2,1
2024/05/29,17:39:55,Hist_GreekMyth,UADDR_21,-,getdatabase,,,2,1
2024/05/29,17:39:57,Hist_GreekMyth,UADDR_19,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,1,5
2024/05/29,17:40:01,Hist_GreekMyth,UADDR_21,CLASS1-G1-Y7Z,select node,45,Athena,2,1
2024/05/29,17:40:02,Hist_GreekMyth,UADDR_07,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,1,4
2024/05/29,17:40:05,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,select node,45,Athena,3,1
2024/05/29,17:40:07,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update node,45,"{""id"":45,""label"":""Athena"",""updatedBy"":""CLASS1-G1-KZD"",""type"":""God"",""notes"":""Athena is the goddess of wisdom"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023\n\nhttps://www.britannica.com/topic/Athena-Greek-mythology""}",3,1
2024/05/29,17:40:09,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,58,Calliope,3,5
2024/05/29,17:40:16,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,insert comment,8,"{""collection_ref"":""n238"",""comment_id"":8,""comment_id_parent"":"""",""comment_id_previous"":"""",""comment_type"":""tellmemore"",""comment_createtime"":1717004396103,""comment_modifytime"":1717004416319,""commenter_id"":""CLASS1-G2-NZX"",""commenter_text"":[""I thought Pluto was a planet. Or a dog? What is Pluto the God of? ""]}",3,5
2024/05/29,17:40:16,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update node,58,"{""id"":58,""label"":""Calliope"",""updatedBy"":""CLASS1-G1-KMZ"",""type"":""God"",""notes"":""Muse"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,5
2024/05/29,17:40:17,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,insert readby,8,"{""comment_id"":8,""commenter_ids"":[""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:40:21,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,238,Pluto,3,1
2024/05/29,17:40:21,Hist_GreekMyth,UADDR_21,CLASS1-G1-Y7Z,select node,45,Athena,2,1
2024/05/29,17:40:23,Hist_GreekMyth,UADDR_21,-,left network,,,2,1
2024/05/29,17:40:24,Hist_GreekMyth,UADDR_22,-,joined network,,,2,1
2024/05/29,17:40:24,Hist_GreekMyth,UADDR_22,-,getdatabase,,,2,1
2024/05/29,17:40:25,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,110,Euridice,3,5
2024/05/29,17:40:29,Hist_GreekMyth,UADDR_22,CLASS1-G1-Y7Z,select node,45,Athena,2,1
2024/05/29,17:40:32,Hist_GreekMyth,UADDR_21,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,2,1
2024/05/29,17:40:32,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,select node,295,Selena,3,5
2024/05/29,17:40:33,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,610,"{""id"":610,""source"":110,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:40:34,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,"deselect tab Edges Table, reverting to Graph",,,1,3
2024/05/29,17:40:39,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,110,Euridice,3,5
2024/05/29,17:40:42,Hist_GreekMyth,UADDR_15,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:40:42,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,610,"{""id"":610,""source"":216,""target"":110,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with""}",3,5
2024/05/29,17:40:43,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,110,Euridice,3,5
2024/05/29,17:40:44,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert comment,10,"{""collection_ref"":""n238"",""comment_id"":10,""comment_id_parent"":8,""comment_id_previous"":"""",""comment_type"":""cmt"",""comment_createtime"":1717004427936,""comment_modifytime"":1717004444823,""commenter_id"":""CLASS1-G1-KZD"",""commenter_text"":[""The god of Planets & dogs, obvs""]}",3,1
2024/05/29,17:40:52,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update readby,8,"{""comment_id"":8,""commenter_ids"":[""CLASS1-G1-KZD""]}",3,1
2024/05/29,17:40:52,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert readby,10,"{""comment_id"":10,""commenter_ids"":[""CLASS1-G1-KZD""]}",3,1
2024/05/29,17:40:53,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select node,45,Athena,1,3
2024/05/29,17:40:53,Hist_GreekMyth,UADDR_22,-,left network,,,2,1
2024/05/29,17:40:53,Hist_GreekMyth,UADDR_23,-,joined network,,,2,1
2024/05/29,17:40:53,Hist_GreekMyth,UADDR_23,-,getdatabase,,,2,1
2024/05/29,17:41:00,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,269,Terpsichore,3,5
2024/05/29,17:41:02,Hist_GreekMyth,UADDR_22,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,2,1
2024/05/29,17:41:02,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,611,"{""id"":611,""source"":269,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:41:07,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,269,Terpsichore,3,5
2024/05/29,17:41:09,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,611,"{""id"":611,""source"":269,""target"":58,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with""}",3,5
2024/05/29,17:41:10,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,269,Terpsichore,3,5
2024/05/29,17:41:15,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,insert comment,12,"{""collection_ref"":""n45"",""comment_id"":12,""comment_id_parent"":7,""comment_id_previous"":"""",""comment_type"":""demo"",""comment_createtime"":1717004460283,""comment_modifytime"":1717004475223,""commenter_id"":""CLASS1-G1-KWG"",""commenter_text"":[""Want to test"",""🤔 A little"",""Apple Pie\n\n"",""I disagree"",""💛"",""3,★★★★""]}",1,3
2024/05/29,17:41:21,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G2-NX2"",""CLASS1-G1-KWG""]}",1,3
2024/05/29,17:41:21,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,update readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KWG""]}",1,3
2024/05/29,17:41:21,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,update readby,7,"{""comment_id"":7,""commenter_ids"":[""CLASS1-G1-KWG""]}",1,3
2024/05/29,17:41:21,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,insert readby,12,"{""comment_id"":12,""commenter_ids"":[""CLASS1-G1-KWG""]}",1,3
2024/05/29,17:41:27,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,1,Zeus,3,1
2024/05/29,17:41:30,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,269,Terpsichore,3,5
2024/05/29,17:41:35,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update node,269,"{""id"":269,""label"":""Terpsichore"",""updatedBy"":""CLASS1-G1-KMZ"",""type"":""God"",""notes"":""Muse"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,5
2024/05/29,17:41:43,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,select node,259,Sirens,3,5
2024/05/29,17:41:44,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,select node,45,Athena,2,1
2024/05/29,17:41:52,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,115,Euterpe,3,5
2024/05/29,17:41:57,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,select node,180,Medusa,3,5
2024/05/29,17:41:59,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert comment,13,"{""collection_ref"":""n1"",""comment_id"":13,""comment_id_parent"":"""",""comment_id_previous"":"""",""comment_type"":""demo"",""comment_createtime"":1717004491829,""comment_modifytime"":1717004519635,""commenter_id"":""CLASS1-G1-KZD"",""commenter_text"":[""This is neat"",null,""\nOrange, Lime\n"",""Handle, comma, please""]}",3,1
2024/05/29,17:42:01,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert readby,13,"{""comment_id"":13,""commenter_ids"":[""CLASS1-G1-KZD""]}",3,1
2024/05/29,17:42:02,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,58,Calliope,3,5
2024/05/29,17:42:04,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,"deselect tab Nodes Table, reverting to Graph",,,3,1
2024/05/29,17:42:17,Hist_GreekMyth,UADDR_10,-,left network,,,3,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,7,"{""comment_id"":7,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,12,"{""comment_id"":12,""commenter_ids"":[""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,8,"{""comment_id"":8,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,10,"{""comment_id"":10,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,update readby,13,"{""comment_id"":13,""commenter_ids"":[""CLASS1-G1-Y7Z""]}",2,1
2024/05/29,17:42:27,Hist_GreekMyth,UADDR_10,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,7,"{""comment_id"":7,""commenter_ids"":[""CLASS1-G1-KZD"",""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,12,"{""comment_id"":12,""commenter_ids"":[""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,8,"{""comment_id"":8,""commenter_ids"":[""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,10,"{""comment_id"":10,""commenter_ids"":[""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:40,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,13,"{""comment_id"":13,""commenter_ids"":[""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:42:49,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,select tab Edges Table,,,3,5
2024/05/29,17:43:00,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,select tab Nodes Table,,,3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,7,"{""comment_id"":7,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,12,"{""comment_id"":12,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,8,"{""comment_id"":8,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,10,"{""comment_id"":10,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:14,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update readby,13,"{""comment_id"":13,""commenter_ids"":[""CLASS1-G1-KMZ""]}",3,5
2024/05/29,17:43:23,Hist_GreekMyth,UADDR_23,CLASS1-G1-Y7Z,select node,295,Selena,2,1
2024/05/29,17:43:34,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,delete comment,14,,3,5
2024/05/29,17:43:35,Hist_GreekMyth,UADDR_20,CLASS1-G2-NZX,update readby,13,"{""comment_id"":13,""commenter_ids"":[""CLASS1-G2-NZX""]}",3,5
2024/05/29,17:43:58,Hist_GreekMyth,UADDR_20,-,left network,,,3,5
2024/05/29,17:43:58,Hist_GreekMyth,UADDR_06,-,left network,,,3,5
2024/05/29,17:44:01,Hist_GreekMyth,UADDR_16,-,left network,,,1,3
2024/05/29,17:44:07,Hist_GreekMyth,UADDR_16,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,1,3
2024/05/29,17:44:07,Hist_GreekMyth,UADDR_06,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,5
2024/05/29,17:44:07,Hist_GreekMyth,UADDR_20,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,5
2024/05/29,17:44:42,Hist_GreekMyth,UADDR_23,-,left network,,,2,1
2024/05/29,17:44:45,Hist_GreekMyth,UADDR_24,-,joined network,,,2,1
2024/05/29,17:44:45,Hist_GreekMyth,UADDR_24,-,getdatabase,,,2,1
2024/05/29,17:44:47,Hist_GreekMyth,UADDR_23,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,2,1
2024/05/29,17:45:10,Hist_GreekMyth,UADDR_24,-,left network,,,2,1
2024/05/29,17:45:10,Hist_GreekMyth,UADDR_24,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,2,1
2024/05/29,17:46:29,Hist_GreekMyth,UADDR_25,-,joined network,,,3,1
2024/05/29,17:46:29,Hist_GreekMyth,UADDR_25,-,getdatabase,,,3,1
2024/05/29,17:46:30,Hist_GreekMyth,UADDR_25,-,select tab Nodes Table,,,3,1
2024/05/29,17:47:14,Hist_GreekMyth,UADDR_25,-,select tab Edges Table,,,3,1
2024/05/29,17:47:15,Hist_GreekMyth,UADDR_25,-,select node,3,Achilles,3,1
2024/05/29,17:47:17,Hist_GreekMyth,UADDR_25,-,select node,3,Achilles,3,1
2024/05/29,17:47:18,Hist_GreekMyth,UADDR_25,-,select tab Nodes Table,,,3,1
2024/05/29,17:53:28,Hist_GreekMyth,UADDR_25,-,left network,,,3,1
2024/05/29,17:53:28,Hist_GreekMyth,UADDR_26,-,joined network,,,2,1
2024/05/29,17:53:28,Hist_GreekMyth,UADDR_26,-,getdatabase,,,2,1
2024/05/29,17:53:37,Hist_GreekMyth,UADDR_25,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:53:59,Hist_GreekMyth,UADDR_26,-,left network,,,2,1
2024/05/29,17:53:59,Hist_GreekMyth,UADDR_27,-,joined network,,,2,1
2024/05/29,17:53:59,Hist_GreekMyth,UADDR_27,-,getdatabase,,,2,1
2024/05/29,17:54:01,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,select tab Nodes Table,,,2,1
2024/05/29,17:54:03,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,select tab Edges Table,,,2,1
2024/05/29,17:54:07,Hist_GreekMyth,UADDR_26,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,2,1
2024/05/29,17:54:10,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,select tab Nodes Table,,,2,1
2024/05/29,17:54:11,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,select tab Edges Table,,,2,1
2024/05/29,17:54:15,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,update readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G1-KMZ"",""CLASS1-G1-KWG""]}",2,1
2024/05/29,17:54:15,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,update readby,4,"{""comment_id"":4,""commenter_ids"":[""CLASS1-G1-KMZ"",""CLASS1-G1-KWG""]}",2,1
2024/05/29,17:54:15,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,update readby,7,"{""comment_id"":7,""commenter_ids"":[""CLASS1-G1-KMZ"",""CLASS1-G1-KWG""]}",2,1
2024/05/29,17:54:15,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,update readby,12,"{""comment_id"":12,""commenter_ids"":[""CLASS1-G1-KMZ"",""CLASS1-G1-KWG""]}",2,1
2024/05/29,17:54:15,Hist_GreekMyth,UADDR_27,CLASS1-G1-KWG,update readby,8,"{""comment_id"":8,""commenter_ids"":[""CLASS1-G1-KMZ"",""CLASS1-G1-KWG""]}",2,1
